,const,linear_drift,scene_boxcar,scene_hrf
0,1.0,-1.0,0.0,-0.38925810651258375
1,1.0,-0.9990954319312528,0.0,-0.38925810651258375
2,1.0,-0.9981908638625057,0.0,-0.38925810651258375
3,1.0,-0.9972862957937585,0.0,-0.38925810651258375
4,1.0,-0.9963817277250113,0.0,-0.38925810651258375
5,1.0,-0.9954771596562642,0.0,-0.38925810651258375
6,1.0,-0.994572591587517,0.0,-0.38925810651258375
7,1.0,-0.9936680235187698,0.0,-0.38925810651258375
8,1.0,-0.9927634554500226,0.0,-0.38925810651258375
9,1.0,-0.9918588873812755,0.0,-0.38925810651258375
10,1.0,-0.9909543193125283,0.0,-0.38925810651258375
11,1.0,-0.9900497512437811,0.0,-0.38925810651258375
12,1.0,-0.989145183175034,0.0,-0.38925810651258375
13,1.0,-0.9882406151062868,0.0,-0.38925810651258375
14,1.0,-0.9873360470375395,0.0,-0.38925810651258375
15,1.0,-0.9864314789687924,0.0,-0.38925810651258375
16,1.0,-0.9855269109000452,0.0,-0.38925810651258375
17,1.0,-0.984622342831298,0.0,-0.38925810651258375
18,1.0,-0.9837177747625508,0.0,-0.38925810651258375
19,1.0,-0.9828132066938037,0.0,-0.38925810651258375
20,1.0,-0.9819086386250565,0.0,-0.38925810651258375
21,1.0,-0.9810040705563093,0.0,-0.38925810651258375
22,1.0,-0.9800995024875622,0.0,-0.38925810651258375
23,1.0,-0.979194934418815,0.0,-0.38925810651258375
24,1.0,-0.9782903663500678,0.0,-0.38925810651258375
25,1.0,-0.9773857982813207,0.0,-0.38925810651258375
26,1.0,-0.9764812302125735,0.0,-0.38925810651258375
27,1.0,-0.9755766621438263,0.0,-0.38925810651258375
28,1.0,-0.9746720940750792,0.0,-0.38925810651258375
29,1.0,-0.973767526006332,0.0,-0.38925810651258375
30,1.0,-0.9728629579375848,0.0,-0.38925810651258375
31,1.0,-0.9719583898688376,0.0,-0.38925810651258375
32,1.0,-0.9710538218000905,0.0,-0.38925810651258375
