,const,linear_drift,scene_boxcar,scene_hrf
146.0,1.0,-0.8679330619629126,1.0,1.0
147.0,1.0,-0.8670284938941655,1.0,1.0
148.0,1.0,-0.8661239258254183,1.0,1.0
149.0,1.0,-0.8652193577566711,1.0,1.0
150.0,1.0,-0.864314789687924,1.0,1.0
151.0,1.0,-0.8634102216191768,1.0,1.0
152.0,1.0,-0.8625056535504296,1.0,1.0
153.0,1.0,-0.8616010854816825,1.0,1.0
154.0,1.0,-0.8606965174129353,1.0,1.0
155.0,1.0,-0.8597919493441881,1.0,1.0
156.0,1.0,-0.858887381275441,1.0,1.0
157.0,1.0,-0.8579828132066938,1.0,1.0
158.0,1.0,-0.8570782451379466,1.0,1.0
159.0,1.0,-0.8561736770691994,1.0,1.0
160.0,1.0,-0.8552691090004523,1.0,1.0
161.0,1.0,-0.8543645409317051,1.0,1.0
162.0,1.0,-0.8534599728629579,1.0,1.0
163.0,1.0,-0.8525554047942108,1.0,1.0
164.0,1.0,-0.8516508367254636,1.0,1.0
165.0,1.0,-0.8507462686567164,1.0,1.0
166.0,1.0,-0.8498417005879693,1.0,1.0
167.0,1.0,-0.8489371325192221,1.0,1.0
168.0,1.0,-0.8480325644504749,1.0,1.0
169.0,1.0,-0.8471279963817278,1.0,1.0
170.0,1.0,-0.8462234283129806,1.0,1.0
171.0,1.0,-0.8453188602442334,1.0,1.0
172.0,1.0,-0.8444142921754862,1.0,1.0
173.0,1.0,-0.8435097241067391,1.0,1.0
174.0,1.0,-0.8426051560379919,1.0,1.0
175.0,1.0,-0.8417005879692447,1.0,1.0
176.0,1.0,-0.8407960199004976,1.0,1.0
177.0,1.0,-0.8398914518317504,1.0,1.0
178.0,1.0,-0.8389868837630032,1.0,1.0
179.0,1.0,-0.838082315694256,1.0,1.0
180.0,1.0,-0.8371777476255088,1.0,1.0
181.0,1.0,-0.8362731795567616,1.0,1.0
182.0,1.0,-0.8353686114880144,1.0,1.0
183.0,1.0,-0.8344640434192673,1.0,1.0
184.0,1.0,-0.8335594753505201,1.0,1.0
185.0,1.0,-0.8326549072817729,1.0,1.0
186.0,1.0,-0.8317503392130258,1.0,1.0
187.0,1.0,-0.8308457711442786,1.0,1.0
188.0,1.0,-0.8299412030755314,1.0,1.0
189.0,1.0,-0.8290366350067843,1.0,1.0
190.0,1.0,-0.8281320669380371,1.0,1.0
191.0,1.0,-0.8272274988692899,1.0,1.0
192.0,1.0,-0.8263229308005428,1.0,1.0
193.0,1.0,-0.8254183627317956,1.0,1.0
194.0,1.0,-0.8245137946630484,1.0,1.0
195.0,1.0,-0.8236092265943012,1.0,1.0
196.0,1.0,-0.8227046585255541,1.0,1.0
197.0,1.0,-0.8218000904568069,1.0,1.0
198.0,1.0,-0.8208955223880597,1.0,1.0
199.0,1.0,-0.8199909543193125,1.0,1.0
200.0,1.0,-0.8190863862505653,1.0,1.0
201.0,1.0,-0.8181818181818181,1.0,1.0
202.0,1.0,-0.817277250113071,1.0,1.0
203.0,1.0,-0.8163726820443238,1.0,1.0
204.0,1.0,-0.8154681139755766,1.0,1.0
205.0,1.0,-0.8145635459068294,1.0,1.0
206.0,1.0,-0.8136589778380823,1.0,1.0
207.0,1.0,-0.8127544097693351,1.0,1.0
208.0,1.0,-0.8118498417005879,1.0,1.0
209.0,1.0,-0.8109452736318408,1.0,1.0
210.0,1.0,-0.8100407055630936,1.0,1.0
211.0,1.0,-0.8091361374943464,1.0,1.0
212.0,1.0,-0.8082315694255993,1.0,1.0
