subject,Frontal Pole,Insular Cortex,Superior Frontal Gyrus,Middle Frontal Gyrus,"Inferior Frontal Gyrus, pars triangularis","Inferior Frontal Gyrus, pars opercularis",Precentral Gyrus,Temporal Pole,"Superior Temporal Gyrus, anterior division","Superior Temporal Gyrus, posterior division","Middle Temporal Gyrus, anterior division","Middle Temporal Gyrus, posterior division","Middle Temporal Gyrus, temporooccipital part","Inferior Temporal Gyrus, anterior division","Inferior Temporal Gyrus, posterior division","Inferior Temporal Gyrus, temporooccipital part",Postcentral Gyrus,Superior Parietal Lobule,"Supramarginal Gyrus, anterior division","Supramarginal Gyrus, posterior division",Angular Gyrus,"Lateral Occipital Cortex, superior division","Lateral Occipital Cortex, inferior division",Intracalcarine Cortex,Frontal Medial Cortex,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Subcallosal Cortex,Paracingulate Gyrus,"Cingulate Gyrus, anterior division","Cingulate Gyrus, posterior division",Precuneous Cortex,Cuneal Cortex,Frontal Orbital Cortex,"Parahippocampal Gyrus, anterior division","Parahippocampal Gyrus, posterior division",Lingual Gyrus,"Temporal Fusiform Cortex, anterior division","Temporal Fusiform Cortex, posterior division",Temporal Occipital Fusiform Cortex,Occipital Fusiform Gyrus,Frontal Opercular Cortex,Central Opercular Cortex,Parietal Opercular Cortex,Planum Polare,Heschl's Gyrus (includes H1 and H2),Planum Temporale,Supracalcarine Cortex,Occipital Pole
sub-001,-0.021413851222795644,-0.08343466808565962,0.0024561134108273563,0.0013320671829993842,0.016990823520427818,0.1102710041903607,-0.21488454524212214,-0.01386081908147967,-0.06083380987861502,-0.035335974940609645,-0.0010048348504217229,-0.009134261932080874,0.0038571119222403465,0.0,-0.010291766618468359,0.0,-0.45052449943463035,-0.24888090310565986,-0.2449738852478636,-0.0770967298882185,-0.006625063678622449,-0.00027233336957837114,0.0,-0.06424120365779012,0.0,-0.019280677866392273,-0.06774039311844175,-0.2778820595006373,-0.0773676558873452,-0.016802091340650745,-0.10222027620402645,0.0,-0.04253295181245999,-0.11856675694311498,-0.1492443206264445,-0.08749943412541923,-0.015123872098186714,-0.20107638439422976,-0.004502355456509457,0.0,-0.1930040822016303,-0.29786877519537996,-0.1339236960848427,-0.11177189723258135,-0.06386271041528108,-0.15823312393686823,-0.10870864525194471,
sub-002,0.042596279792568026,0.014902894666955314,-0.3532959501555333,-0.050397425338201414,-0.08795577626201934,0.03197223689122611,-0.2669879345810656,-0.01283049030734259,-0.08358761718105787,0.10404183853255312,0.006974054880801445,0.017598740354352854,-0.02056073677510219,-0.13541776710113718,-0.044948617725899566,-0.018433887611462637,-0.30177156396108473,-0.24820166208385402,-0.11091818503286278,-0.0037329025901572553,-0.014180794279629705,-0.00026682222217753055,-0.0002939397078460351,-0.02441683718145673,0.0,-0.3880329956590767,0.016309536633322814,-0.006128315656247803,-0.1047401317018796,-0.11913578590295248,-0.20667303234304965,-0.004622000257617743,-0.05459025280800207,-0.18612269590651376,0.07997039407501487,0.004577257675274091,-0.3074193540403323,0.06691533166178874,0.1665780252796944,-0.04520519477217108,-0.05190136765196924,0.4220212567854026,0.17855797244412638,-0.04680713069294154,0.315608243285266,-0.04716646599174198,-0.02438462311112252,0.0
sub-003,0.04347934400040841,0.007955909271537725,0.0322070454664251,0.027796139643139293,0.25039731376940033,0.3933199095282352,-0.1106967505108643,-0.0034805082404690273,0.004293121717653571,0.007683349590591469,0.0,0.0012311618334535997,0.002912199246291845,0.0,4.702398593374791e-05,0.0,-0.14372781933519596,-0.23407505235683085,-0.3380547322208955,-0.07576349570467418,-0.050722127839808076,-0.008974265813180617,0.0,0.1718327088023908,0.0,-0.14096872516048406,0.0522802221561227,-0.0579018308336422,0.10811595584907206,-0.09108687935190282,0.013580572189372548,-9.284437860441324e-05,-0.014680825114884883,0.18374148921055983,0.20438984824396308,0.16824133375076433,0.013587234585285386,0.08709743291538996,0.037021206530302435,0.0,0.034426907761692424,-0.09209156663630406,-0.2911781041207682,0.0020595142311534346,0.012876294276989676,-0.1772556740152247,0.22550787703921124,
sub-004,-0.05391283792953758,-0.13734107184647182,-0.08897036951951397,-0.04398613495050895,-0.295576239874801,0.004778182009688977,-0.21922192392734755,0.009524423109585262,0.07249390595841974,0.07893847273884323,0.019874601453104056,0.08455569913181285,-0.02226990510314522,-0.03897168249791286,-0.04497019447396508,-0.023208782911925584,-0.3673733090429321,-0.32654291387993306,-0.12352758069094237,-0.08691739618533424,-0.0464871589077737,-0.002686851258443106,-0.0005614195161769601,-0.017651105264295693,0.0,-0.14937637298944534,-0.025887828833416213,-0.13444510861645276,-0.31636437809909607,-0.18310588870459404,-0.10017335073986595,0.0,-0.00902474314417646,-0.11542204907594786,-0.05978074540018636,0.0012753221092534888,-0.08696300435600232,-0.058185536271674256,0.19774152829297187,0.007086843832881401,-0.03610205182874321,0.0005108524796637483,-0.04205806904347058,0.026294876571591425,-0.09509956414984391,-0.1598670280040507,0.008725386860401042,0.0
sub-005,-0.027274998109214934,0.11206491329963032,-0.7037005633463193,-0.30564255848092625,0.17420270889338674,0.2991727805728354,-0.25093199223807955,-0.04310995594414294,-0.23993527834546674,-0.0017723533637342675,-0.0027108716012942623,-0.013947122023842764,-0.00029417801761366235,-0.04539123509605601,-0.0666636212532601,0.001236320140182178,-0.33129079104853165,-0.3759774309134134,-0.14192154092482043,-0.07987283284653254,-0.0013998114361305034,0.0,0.0,0.03777767783809169,0.0,-0.32254765092588006,-0.06010782892129165,-0.01580602790549611,-0.2490319202022241,-0.4724743943323655,-0.09707205140053601,0.0,0.01843194285009893,-0.1569180626102599,0.07042709431277676,0.1203178155403079,-0.102939138130267,-0.2137462869265127,0.0306275742246089,0.025586859700684004,0.10625192241936454,0.5639735370446876,0.0029405433565362128,-0.1721093360308083,0.6453617474799661,0.06559356750276335,0.011778905484725103,0.0
